Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
1003,"[('medium_sugar', 'HasSugarLevel'), ('less_than_6_hours', 'needTimeToCook')]",92,92,1.0,342,92,0.26900584795321636,0.42396313364055294,92,81,0.8804347826086957
1004,"[('medium_sugar', 'HasSugarLevel'), ('less_than_4_hours', 'needTimeToCook')]",242,233,0.9628099173553719,342,233,0.6812865497076024,0.797945205479452,242,208,0.859504132231405
1005,"[('medium_sugar', 'HasSugarLevel'), ('more_than_6_hours', 'needTimeToCook')]",112,111,0.9910714285714286,342,111,0.32456140350877194,0.4889867841409692,112,91,0.8125
1006,"[('high_sugar', 'HasSugarLevel'), ('less_than_60_mins', 'needTimeToCook')]",411,321,0.781021897810219,342,321,0.9385964912280702,0.852589641434263,411,356,0.8661800486618005
1007,"[('high_sugar', 'HasSugarLevel'), ('less_than_15_mins', 'needTimeToCook')]",247,236,0.9554655870445344,342,236,0.6900584795321637,0.801358234295416,247,210,0.8502024291497976
1008,"[('high_sugar', 'HasSugarLevel'), ('less_than_30_mins', 'needTimeToCook')]",352,289,0.8210227272727273,342,289,0.8450292397660819,0.8328530259365995,352,294,0.8352272727272727
1009,"[('high_sugar', 'HasSugarLevel'), ('less_than_6_hours', 'needTimeToCook')]",156,150,0.9615384615384616,342,150,0.43859649122807015,0.6024096385542169,156,126,0.8076923076923077
1010,"[('high_sugar', 'HasSugarLevel'), ('less_than_4_hours', 'needTimeToCook')]",408,309,0.7573529411764706,342,309,0.9035087719298246,0.8240000000000001,408,343,0.8406862745098039
1011,"[('high_sugar', 'HasSugarLevel'), ('more_than_6_hours', 'needTimeToCook')]",204,193,0.946078431372549,342,193,0.564327485380117,0.706959706959707,204,168,0.8235294117647058
1012,"[('low_sugar', 'HasSugarLevel'), ('salt_product', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3299,0.8502577319587629
1013,"[('low_sugar', 'HasSugarLevel'), ('garlic_clove', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3424,0.8824742268041237
1014,"[('low_sugar', 'HasSugarLevel'), ('water_(eurofir)', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3322,0.8561855670103092
1015,"[('low_sugar', 'HasSugarLevel'), ('sugar', 'contains')]",3880,340,0.08765145656096932,342,340,0.9941520467836257,0.1610992655768775,3880,3070,0.7912371134020618
1016,"[('low_sugar', 'HasSugarLevel'), ('flour', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3275,0.8440721649484536
1017,"[('low_sugar', 'HasSugarLevel'), ('chicken_egg', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3241,0.8353092783505155
1018,"[('low_sugar', 'HasSugarLevel'), ('olive_oil', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3529,0.9095360824742268
1019,"[('low_sugar', 'HasSugarLevel'), ('butter', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3315,0.854381443298969
1020,"[('low_sugar', 'HasSugarLevel'), ('onion', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3456,0.8907216494845361
1021,"[('low_sugar', 'HasSugarLevel'), ('black_pepper_(ground)', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3600,0.9278350515463918
1022,"[('low_sugar', 'HasSugarLevel'), ('lemon_juice', 'contains')]",3880,341,0.08790925496261923,342,341,0.9970760233918129,0.16157308694622127,3880,3541,0.9126288659793814
1023,"[('low_sugar', 'HasSugarLevel'), ('milk', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3424,0.8824742268041237
1024,"[('low_sugar', 'HasSugarLevel'), ('brown_sugar', 'contains')]",3880,332,0.08558906934777004,342,332,0.9707602339181286,0.15730869462212746,3880,3306,0.8520618556701031
1025,"[('low_sugar', 'HasSugarLevel'), ('tomato', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3548,0.9144329896907216
1026,"[('low_sugar', 'HasSugarLevel'), ('pepper', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3627,0.9347938144329897
1027,"[('low_sugar', 'HasSugarLevel'), ('baking_powder', 'contains')]",3880,327,0.0843000773395205,342,327,0.956140350877193,0.15493958777540867,3880,3244,0.8360824742268042
1028,"[('low_sugar', 'HasSugarLevel'), ('cinnamon', 'contains')]",3880,335,0.08636246455271977,342,335,0.97953216374269,0.15873015873015875,3880,3383,0.8719072164948454
1029,"[('low_sugar', 'HasSugarLevel'), ('red_onion', 'contains')]",3880,342,0.08816705336426914,342,342,1.0,0.16204690831556504,3880,3612,0.9309278350515464
1030,"[('low_sugar', 'HasSugarLevel'), ('honey', 'contains')]",3880,337,0.0868780613560196,342,337,0.9853801169590644,0.15967780146884625,3880,3449,0.8889175257731958
1031,"[('low_sugar', 'HasSugarLevel'), ('cumin_seed', 'contains')]",3880,341,0.08790925496261923,342,341,0.9970760233918129,0.16157308694622127,3880,3528,0.9092783505154639
1032,"[('medium_sugar', 'HasSugarLevel'), ('salt_product', 'contains')]",1096,318,0.29014598540145986,342,318,0.9298245614035088,0.4422809457579972,1096,572,0.5218978102189781
1033,"[('medium_sugar', 'HasSugarLevel'), ('garlic_clove', 'contains')]",1096,312,0.2846715328467153,342,312,0.9122807017543859,0.43393602225312927,1096,601,0.5483576642335767
1034,"[('medium_sugar', 'HasSugarLevel'), ('water_(eurofir)', 'contains')]",1096,271,0.24726277372262773,342,271,0.7923976608187134,0.37691237830319885,1096,609,0.5556569343065694
1035,"[('medium_sugar', 'HasSugarLevel'), ('sugar', 'contains')]",1096,284,0.2591240875912409,342,284,0.8304093567251462,0.3949930458970793,1096,620,0.5656934306569343
1036,"[('medium_sugar', 'HasSugarLevel'), ('flour', 'contains')]",1096,266,0.2427007299270073,342,266,0.7777777777777778,0.36995827538247567,1096,576,0.5255474452554745
1037,"[('medium_sugar', 'HasSugarLevel'), ('chicken_egg', 'contains')]",1096,240,0.21897810218978103,342,240,0.7017543859649122,0.33379694019471495,1096,534,0.48722627737226276
1038,"[('medium_sugar', 'HasSugarLevel'), ('olive_oil', 'contains')]",1096,273,0.2490875912408759,342,273,0.7982456140350878,0.3796940194714882,1096,617,0.5629562043795621
1039,"[('medium_sugar', 'HasSugarLevel'), ('butter', 'contains')]",1096,276,0.2518248175182482,342,276,0.8070175438596491,0.38386648122392214,1096,637,0.5812043795620438
1040,"[('medium_sugar', 'HasSugarLevel'), ('onion', 'contains')]",1096,303,0.27645985401459855,342,303,0.8859649122807017,0.42141863699582754,1096,645,0.5885036496350365
1041,"[('medium_sugar', 'HasSugarLevel'), ('black_pepper_(ground)', 'contains')]",1096,282,0.2572992700729927,342,282,0.8245614035087719,0.39221140472878996,1096,741,0.676094890510949
1042,"[('medium_sugar', 'HasSugarLevel'), ('lemon_juice', 'contains')]",1096,282,0.2572992700729927,342,282,0.8245614035087719,0.39221140472878996,1096,782,0.7135036496350365
1043,"[('medium_sugar', 'HasSugarLevel'), ('milk', 'contains')]",1096,267,0.24361313868613138,342,267,0.7807017543859649,0.3713490959666203,1096,685,0.625
1044,"[('medium_sugar', 'HasSugarLevel'), ('brown_sugar', 'contains')]",1096,282,0.2572992700729927,342,282,0.8245614035087719,0.39221140472878996,1096,772,0.7043795620437956
1045,"[('medium_sugar', 'HasSugarLevel'), ('tomato', 'contains')]",1096,310,0.28284671532846717,342,310,0.9064327485380117,0.43115438108484,1096,805,0.7344890510948905
1046,"[('medium_sugar', 'HasSugarLevel'), ('pepper', 'contains')]",1096,268,0.24452554744525548,342,268,0.783625730994152,0.3727399165507649,1096,755,0.6888686131386861
1047,"[('medium_sugar', 'HasSugarLevel'), ('baking_powder', 'contains')]",1096,245,0.22354014598540145,342,245,0.716374269005848,0.3407510431154381,1096,681,0.6213503649635036
1048,"[('medium_sugar', 'HasSugarLevel'), ('cinnamon', 'contains')]",1096,295,0.26916058394160586,342,295,0.8625730994152047,0.41029207232267034,1096,812,0.7408759124087592
1049,"[('medium_sugar', 'HasSugarLevel'), ('red_onion', 'contains')]",1096,285,0.26003649635036497,342,285,0.8333333333333334,0.396383866481224,1096,788,0.718978102189781
1050,"[('medium_sugar', 'HasSugarLevel'), ('honey', 'contains')]",1096,298,0.2718978102189781,342,298,0.8713450292397661,0.41446453407510425,1096,826,0.7536496350364964
1051,"[('medium_sugar', 'HasSugarLevel'), ('cumin_seed', 'contains')]",1096,279,0.2545620437956204,342,279,0.8157894736842105,0.388038942976356,1096,724,0.6605839416058394
1052,"[('high_sugar', 'HasSugarLevel'), ('salt_product', 'contains')]",1778,341,0.19178852643419572,342,341,0.9970760233918129,0.32169811320754715,1778,1118,0.6287964004499438
1053,"[('high_sugar', 'HasSugarLevel'), ('garlic_clove', 'contains')]",1778,255,0.14341957255343082,342,255,0.7456140350877193,0.24056603773584906,1778,906,0.5095613048368954
1054,"[('high_sugar', 'HasSugarLevel'), ('water_(eurofir)', 'contains')]",1778,339,0.1906636670416198,342,339,0.9912280701754386,0.31981132075471697,1778,1318,0.7412823397075365
1055,"[('high_sugar', 'HasSugarLevel'), ('sugar', 'contains')]",1778,342,0.1923509561304837,342,342,1.0,0.32264150943396225,1778,1396,0.7851518560179978
1056,"[('high_sugar', 'HasSugarLevel'), ('flour', 'contains')]",1778,338,0.19010123734533182,342,338,0.9883040935672515,0.31886792452830187,1778,1278,0.718785151856018
1057,"[('high_sugar', 'HasSugarLevel'), ('chicken_egg', 'contains')]",1778,341,0.19178852643419572,342,341,0.9970760233918129,0.32169811320754715,1778,1263,0.7103487064116986
1058,"[('high_sugar', 'HasSugarLevel'), ('olive_oil', 'contains')]",1778,259,0.14566929133858267,342,259,0.7573099415204678,0.24433962264150944,1778,1061,0.5967379077615298
1059,"[('high_sugar', 'HasSugarLevel'), ('butter', 'contains')]",1778,339,0.1906636670416198,342,339,0.9912280701754386,0.31981132075471697,1778,1317,0.7407199100112486
1060,"[('high_sugar', 'HasSugarLevel'), ('onion', 'contains')]",1778,255,0.14341957255343082,342,255,0.7456140350877193,0.24056603773584906,1778,1084,0.609673790776153
1061,"[('high_sugar', 'HasSugarLevel'), ('black_pepper_(ground)', 'contains')]",1778,293,0.16479190101237345,342,293,0.8567251461988304,0.27641509433962264,1778,1295,0.7283464566929134
1062,"[('high_sugar', 'HasSugarLevel'), ('lemon_juice', 'contains')]",1778,333,0.187289088863892,342,333,0.9736842105263158,0.31415094339622646,1778,1470,0.8267716535433071
1063,"[('high_sugar', 'HasSugarLevel'), ('milk', 'contains')]",1778,331,0.18616422947131608,342,331,0.9678362573099415,0.31226415094339616,1778,1421,0.7992125984251969
1064,"[('high_sugar', 'HasSugarLevel'), ('brown_sugar', 'contains')]",1778,336,0.1889763779527559,342,336,0.9824561403508771,0.3169811320754717,1778,1552,0.8728908886389202
1065,"[('high_sugar', 'HasSugarLevel'), ('tomato', 'contains')]",1778,299,0.16816647919010125,342,299,0.8742690058479532,0.28207547169811326,1778,1342,0.7547806524184477
1066,"[('high_sugar', 'HasSugarLevel'), ('pepper', 'contains')]",1778,283,0.15916760404949382,342,283,0.827485380116959,0.2669811320754717,1778,1314,0.7390326209223848
1067,"[('high_sugar', 'HasSugarLevel'), ('baking_powder', 'contains')]",1778,337,0.18953880764904388,342,337,0.9853801169590644,0.31792452830188683,1778,1437,0.8082114735658043
1068,"[('high_sugar', 'HasSugarLevel'), ('cinnamon', 'contains')]",1778,338,0.19010123734533182,342,338,0.9883040935672515,0.31886792452830187,1778,1553,0.8734533183352081
1069,"[('high_sugar', 'HasSugarLevel'), ('red_onion', 'contains')]",1778,314,0.1766029246344207,342,314,0.9181286549707602,0.2962264150943396,1778,1373,0.7722159730033745
1070,"[('high_sugar', 'HasSugarLevel'), ('honey', 'contains')]",1778,335,0.18841394825646793,342,335,0.97953216374269,0.3160377358490566,1778,1527,0.858830146231721
1071,"[('high_sugar', 'HasSugarLevel'), ('cumin_seed', 'contains')]",1778,267,0.15016872890888638,342,267,0.7807017543859649,0.2518867924528302,1778,1190,0.6692913385826772
1072,"[('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel')]",2862,342,0.11953862285914016,342,342,1.0,0.21354979706525132,2862,2642,0.923130677847659
1073,"[('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel')]",760,340,0.4473684210526316,342,340,0.9941520467836257,0.617059891107078,760,644,0.8473684210526315
1074,"[('low_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel')]",93,88,0.946236559139785,342,88,0.2573099415204678,0.4045977011494253,93,71,0.7634408602150538
1075,"[('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel')]",778,340,0.4375804375804376,342,340,0.9941520467836257,0.6076854334226989,778,651,0.8367609254498715
1076,"[('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel')]",690,334,0.48405797101449277,342,334,0.9766081871345029,0.6472868217054264,690,586,0.8492753623188406
1077,"[('medium_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel')]",43,43,1.0,342,43,0.12573099415204678,0.22337662337662337,43,31,0.7209302325581395
1078,"[('high_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel')]",288,242,0.8402777777777778,342,242,0.7076023391812866,0.7682539682539683,288,224,0.7777777777777778
1079,"[('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel')]",899,337,0.37486095661846497,342,337,0.9853801169590644,0.5431103948428687,899,755,0.8398220244716351
1080,"[('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel')]",341,268,0.788235294117647,342,268,0.783625730994152,0.7859237536656891,341,269,0.7888563049853372
1081,"[('low_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType')]",269,214,0.7955390334572491,342,214,0.6257309941520468,0.7004909983633387,269,198,0.7360594795539034
1082,"[('low_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType')]",605,328,0.5421487603305785,342,328,0.9590643274853801,0.6927138331573389,605,487,0.8049586776859504
1083,"[('low_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType')]",261,219,0.8390804597701149,342,219,0.6403508771929824,0.72636815920398,261,205,0.7854406130268199
1084,"[('low_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType')]",543,324,0.5966850828729282,342,324,0.9473684210526315,0.7322033898305085,543,445,0.8195211786372008
1085,"[('low_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType')]",550,319,0.58,342,319,0.9327485380116959,0.7152466367713004,550,431,0.7836363636363637
1086,"[('low_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType')]",727,337,0.46354883081155435,342,337,0.9853801169590644,0.6304957904583723,727,607,0.8349381017881705
1087,"[('low_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType')]",355,282,0.7943661971830986,342,282,0.8245614035087719,0.8091822094691534,355,287,0.8084507042253521
1088,"[('low_cholesterol', 'HasCholesterolLevel'), ('drink', 'isForMealType')]",405,288,0.7111111111111111,342,288,0.8421052631578947,0.7710843373493975,405,314,0.7753086419753087
1089,"[('medium_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType')]",118,116,0.9830508474576272,342,116,0.3391812865497076,0.5043478260869565,118,96,0.8135593220338984
1090,"[('medium_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType')]",217,202,0.9308755760368663,342,202,0.5906432748538012,0.7227191413237924,217,177,0.815668202764977
1091,"[('medium_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType')]",244,226,0.9300411522633745,342,226,0.6608187134502924,0.7726495726495727,244,211,0.8647540983606558
1092,"[('medium_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType')]",176,170,0.9659090909090909,342,170,0.49707602339181284,0.6563706563706563,176,143,0.8125
1093,"[('medium_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType')]",286,268,0.9370629370629371,342,268,0.783625730994152,0.8535031847133757,286,250,0.8741258741258742
1094,"[('medium_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType')]",228,221,0.9692982456140351,342,221,0.6461988304093568,0.775438596491228,228,192,0.8421052631578947
1095,"[('medium_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType')]",206,192,0.9320388349514563,342,192,0.5614035087719298,0.7007299270072992,206,164,0.7961165048543689
1096,"[('medium_cholesterol', 'HasCholesterolLevel'), ('drink', 'isForMealType')]",36,36,1.0,342,36,0.10526315789473684,0.1904761904761905,36,30,0.8333333333333334
1097,"[('high_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType')]",165,157,0.9515151515151515,342,157,0.4590643274853801,0.6193293885601577,165,129,0.7818181818181819
1098,"[('high_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType')]",192,181,0.9427083333333334,342,181,0.5292397660818714,0.6779026217228465,192,150,0.78125
1099,"[('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType')]",453,317,0.6997792494481236,342,317,0.9269005847953217,0.7974842767295599,453,385,0.8498896247240618
1100,"[('high_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType')]",120,113,0.9416666666666667,342,113,0.3304093567251462,0.48917748917748916,120,92,0.7666666666666667
1101,"[('high_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType')]",183,179,0.9781420765027322,342,179,0.5233918128654971,0.681904761904762,183,146,0.7978142076502732
1102,"[('high_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType')]",192,180,0.9424083769633508,342,180,0.5263157894736842,0.6754221388367729,192,158,0.8229166666666666
1103,"[('high_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType')]",213,199,0.9342723004694836,342,199,0.5818713450292398,0.7171171171171172,213,166,0.7793427230046949
1104,"[('high_cholesterol', 'HasCholesterolLevel'), ('drink', 'isForMealType')]",10,10,1.0,342,10,0.029239766081871343,0.056818181818181816,10,6,0.6
1105,"[('low_cholesterol', 'HasCholesterolLevel'), ('vegetarian', 'hasDietType')]",934,340,0.3640256959314775,342,340,0.9941520467836257,0.5329153605015674,934,764,0.8179871520342612
1106,"[('low_cholesterol', 'HasCholesterolLevel'), ('vegan', 'hasDietType')]",1494,342,0.2290689886135298,342,342,1.0,0.37275204359673025,1494,1296,0.8674698795180723
1107,"[('low_cholesterol', 'HasCholesterolLevel'), ('paleo', 'hasDietType')]",20,17,0.85,342,17,0.049707602339181284,0.09392265193370165,20,7,0.35
1108,"[('low_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType')]",693,336,0.48484848484848486,342,336,0.9824561403508771,0.6492753623188406,693,575,0.8297258297258298
1109,"[('medium_cholesterol', 'HasCholesterolLevel'), ('vegetarian', 'hasDietType')]",589,337,0.5721561969439728,342,337,0.9853801169590644,0.723952738990333,589,519,0.8811544991511036
1110,"[('medium_cholesterol', 'HasCholesterolLevel'), ('vegan', 'hasDietType')]",37,37,1.0,342,37,0.10818713450292397,0.19525065963060687,37,24,0.6486486486486487
1111,"[('medium_cholesterol', 'HasCholesterolLevel'), ('paleo', 'hasDietType')]",77,76,0.987012987012987,342,76,0.2222222222222222,0.3627684964200477,77,54,0.7012987012987013
1112,"[('medium_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType')]",559,335,0.600358422939068,342,335,0.97953216374269,0.7444444444444445,559,474,0.8479427549194991
1113,"[('high_cholesterol', 'HasCholesterolLevel'), ('vegetarian', 'hasDietType')]",371,287,0.7735849056603774,342,287,0.8391812865497076,0.8050490883590464,371,298,0.8032345013477089
1114,"[('high_cholesterol', 'HasCholesterolLevel'), ('vegan', 'hasDietType')]",33,33,1.0,342,33,0.09649122807017543,0.176,33,20,0.6060606060606061
1115,"[('high_cholesterol', 'HasCholesterolLevel'), ('paleo', 'hasDietType')]",310,245,0.7903225806451613,342,245,0.716374269005848,0.7515337423312882,310,232,0.7483870967741936
1116,"[('high_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType')]",610,334,0.548440065681445,342,334,0.9766081871345029,0.7024185068349106,610,514,0.8426229508196721
1117,"[('low_cholesterol', 'HasCholesterolLevel'), ('global', 'isFromRegion')]",794,340,0.4282115869017632,342,340,0.9941520467836257,0.5985915492957746,794,655,0.8249370277078085
1118,"[('low_cholesterol', 'HasCholesterolLevel'), ('asia', 'isFromRegion')]",453,303,0.6688741721854304,342,303,0.8859649122807017,0.7622641509433963,453,367,0.8101545253863135
1119,"[('low_cholesterol', 'HasCholesterolLevel'), ('north_america', 'isFromRegion')]",934,342,0.3665594855305466,342,342,1.0,0.5364705882352941,934,795,0.8511777301927195
1120,"[('low_cholesterol', 'HasCholesterolLevel'), ('europe', 'isFromRegion')]",645,335,0.5193798449612403,342,335,0.97953216374269,0.6788247213779129,645,536,0.8310077519379845
1121,"[('low_cholesterol', 'HasCholesterolLevel'), ('middle_east', 'isFromRegion')]",281,231,0.8220640569395018,342,231,0.6754385964912281,0.7415730337078652,281,211,0.7508896797153025
1122,"[('low_cholesterol', 'HasCholesterolLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",161,143,0.8881987577639752,342,143,0.41812865497076024,0.5685884691848907,161,115,0.7142857142857143
1123,"[('low_cholesterol', 'HasCholesterolLevel'), ('oceania', 'isFromRegion')]",223,191,0.8565022421524664,342,191,0.5584795321637427,0.6761061946902656,223,166,0.7443946188340808
1124,"[('low_cholesterol', 'HasCholesterolLevel'), ('africa', 'isFromRegion')]",224,183,0.8169642857142857,342,183,0.5350877192982456,0.646643109540636,224,152,0.6785714285714286
1125,"[('medium_cholesterol', 'HasCholesterolLevel'), ('global', 'isFromRegion')]",260,248,0.9575289575289575,342,248,0.7251461988304093,0.8252911813643926,260,229,0.8807692307692307
1126,"[('medium_cholesterol', 'HasCholesterolLevel'), ('asia', 'isFromRegion')]",163,159,0.9754601226993865,342,159,0.4649122807017544,0.6297029702970297,163,129,0.7914110429447853
1127,"[('medium_cholesterol', 'HasCholesterolLevel'), ('north_america', 'isFromRegion')]",419,316,0.7541766109785203,342,316,0.9239766081871345,0.8304862023653088,419,356,0.8496420047732697
1128,"[('medium_cholesterol', 'HasCholesterolLevel'), ('europe', 'isFromRegion')]",322,289,0.8975155279503105,342,289,0.8450292397660819,0.8704819277108435,322,280,0.8695652173913043
1129,"[('medium_cholesterol', 'HasCholesterolLevel'), ('middle_east', 'isFromRegion')]",98,96,0.9795918367346939,342,96,0.2807017543859649,0.43636363636363634,98,76,0.7755102040816326
1130,"[('medium_cholesterol', 'HasCholesterolLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",64,62,0.96875,342,62,0.18128654970760233,0.3054187192118226,64,48,0.75
1131,"[('medium_cholesterol', 'HasCholesterolLevel'), ('oceania', 'isFromRegion')]",121,119,0.9834710743801653,342,119,0.347953216374269,0.5140388768898487,121,103,0.8512396694214877
1132,"[('medium_cholesterol', 'HasCholesterolLevel'), ('africa', 'isFromRegion')]",64,64,1.0,342,64,0.1871345029239766,0.31527093596059114,64,50,0.78125
1133,"[('high_cholesterol', 'HasCholesterolLevel'), ('global', 'isFromRegion')]",206,184,0.8932038834951457,342,184,0.5380116959064327,0.6715328467153285,206,166,0.8058252427184466
1134,"[('high_cholesterol', 'HasCholesterolLevel'), ('asia', 'isFromRegion')]",183,172,0.9398907103825137,342,172,0.5029239766081871,0.6552380952380952,183,143,0.7814207650273224
1135,"[('high_cholesterol', 'HasCholesterolLevel'), ('north_america', 'isFromRegion')]",367,291,0.7929155313351499,342,291,0.8508771929824561,0.8208744710860367,367,300,0.8174386920980926
1136,"[('high_cholesterol', 'HasCholesterolLevel'), ('europe', 'isFromRegion')]",306,266,0.869281045751634,342,266,0.7777777777777778,0.8209876543209876,306,251,0.8202614379084967
1137,"[('high_cholesterol', 'HasCholesterolLevel'), ('middle_east', 'isFromRegion')]",108,103,0.9537037037037037,342,103,0.30116959064327486,0.45777777777777773,108,83,0.7685185185185185
1138,"[('high_cholesterol', 'HasCholesterolLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",116,112,0.9655172413793104,342,112,0.32748538011695905,0.4890829694323144,116,87,0.75
1139,"[('high_cholesterol', 'HasCholesterolLevel'), ('oceania', 'isFromRegion')]",132,128,0.9696969696969697,342,128,0.3742690058479532,0.540084388185654,132,100,0.7575757575757576
1140,"[('high_cholesterol', 'HasCholesterolLevel'), ('africa', 'isFromRegion')]",110,106,0.9636363636363636,342,106,0.30994152046783624,0.46902654867256643,110,83,0.7545454545454545
1141,"[('low_cholesterol', 'HasCholesterolLevel'), ('less_than_60_mins', 'needTimeToCook')]",774,342,0.4418604651162791,342,342,1.0,0.6129032258064516,774,654,0.8449612403100775
1142,"[('low_cholesterol', 'HasCholesterolLevel'), ('less_than_15_mins', 'needTimeToCook')]",675,336,0.49777777777777776,342,336,0.9824561403508771,0.6607669616519174,675,561,0.8311111111111111
1143,"[('low_cholesterol', 'HasCholesterolLevel'), ('less_than_30_mins', 'needTimeToCook')]",803,340,0.42341220423412207,342,340,0.9941520467836257,0.593886462882096,803,662,0.8244084682440846
1144,"[('low_cholesterol', 'HasCholesterolLevel'), ('less_than_6_hours', 'needTimeToCook')]",317,263,0.8296529968454258,342,263,0.7690058479532164,0.7981790591805766,317,253,0.7981072555205048
1145,"[('low_cholesterol', 'HasCholesterolLevel'), ('less_than_4_hours', 'needTimeToCook')]",760,338,0.44473684210526315,342,338,0.9883040935672515,0.6134301270417423,760,627,0.825
1146,"[('low_cholesterol', 'HasCholesterolLevel'), ('more_than_6_hours', 'needTimeToCook')]",386,271,0.7020725388601037,342,271,0.7923976608187134,0.7445054945054945,386,284,0.7357512953367875
1147,"[('medium_cholesterol', 'HasCholesterolLevel'), ('less_than_60_mins', 'needTimeToCook')]",378,317,0.8386243386243386,342,317,0.9269005847953217,0.8805555555555554,378,334,0.8835978835978836
1148,"[('medium_cholesterol', 'HasCholesterolLevel'), ('less_than_15_mins', 'needTimeToCook')]",181,175,0.9668508287292817,342,175,0.5116959064327485,0.6692160611854684,181,152,0.8397790055248618
1149,"[('medium_cholesterol', 'HasCholesterolLevel'), ('less_than_30_mins', 'needTimeToCook')]",310,276,0.8903225806451613,342,276,0.8070175438596491,0.8466257668711656,310,267,0.8612903225806452
1150,"[('medium_cholesterol', 'HasCholesterolLevel'), ('less_than_6_hours', 'needTimeToCook')]",164,158,0.9634146341463414,342,158,0.4619883040935672,0.6245059288537549,164,128,0.7804878048780488
1151,"[('medium_cholesterol', 'HasCholesterolLevel'), ('less_than_4_hours', 'needTimeToCook')]",352,304,0.8636363636363636,342,304,0.8888888888888888,0.8760806916426512,352,307,0.8721590909090909
1152,"[('medium_cholesterol', 'HasCholesterolLevel'), ('more_than_6_hours', 'needTimeToCook')]",126,123,0.9761904761904762,342,123,0.35964912280701755,0.5256410256410255,126,106,0.8412698412698413
1153,"[('high_cholesterol', 'HasCholesterolLevel'), ('less_than_60_mins', 'needTimeToCook')]",349,283,0.8108882521489972,342,283,0.827485380116959,0.8191027496382056,349,288,0.8252148997134671
1154,"[('high_cholesterol', 'HasCholesterolLevel'), ('less_than_15_mins', 'needTimeToCook')]",196,188,0.9591836734693877,342,188,0.5497076023391813,0.6988847583643122,196,162,0.826530612244898
